Number,Family,Binomial,Wood_density,Region,Reference_number,our_samples,Genus,Species,
253,Sapindaceae,Acer mono,0.564,China,33,,Acer,mono,
254,Sapindaceae,Acer mono,0.668,China,33,,Acer,mono,
255,Sapindaceae,Acer negundo,0.416,NorthAmerica,6,,Acer,negundo,
256,Sapindaceae,Acer nigrum,0.520,NorthAmerica,6,,Acer,nigrum,
257,Sapindaceae,Acer niveum,0.530,South-East Asia (tropical),43,,Acer,niveum,
258,Sapindaceae,Acer oblongum,0.603,India,135,,Acer,oblongum,
259,Sapindaceae,Acer pennsylvanicum,0.440,NorthAmerica,6,,Acer,pennsylvanicum,
260,Sapindaceae,Acer pensylvanicum,0.440,NorthAmerica,118,,Acer,pensylvanicum,
261,Sapindaceae,Acer pictum,0.629,India,135,,Acer,pictum,
262,Sapindaceae,Acer platanoides,0.508,Europe,158,,Acer,platanoides,
263,Sapindaceae,Acer platanoides,0.525,Europe,28,,Acer,platanoides,
264,Sapindaceae,Acer pseudoplatanus,0.508,Europe,28,,Acer,pseudoplatanus,
265,Sapindaceae,Acer pseudoplatanus,0.510,Europe,60,,Acer,pseudoplatanus,
266,Sapindaceae,Acer rubrum,0.490,NorthAmerica,6,,Acer,rubrum,
267,Sapindaceae,Acer saccharinum,0.440,NorthAmerica,6,,Acer,saccharinum,
268,Sapindaceae,Acer saccharum,0.560,NorthAmerica,6,,Acer,saccharum,
269,Sapindaceae,Acer sterculiaceum,0.353,India,135,,Acer,sterculiaceum,
270,Sapindaceae,Acer truncatum,0.590,China,197,,Acer,truncatum,
271,Elaeocarpaceae,Aceratium concinnum,0.620,Australia/PNG (tropical),90,,Aceratium,concinnum,
272,Elaeocarpaceae,Aceratium concinnum,0.620,Australia/PNG (tropical),90,,Aceratium,concinnum,
273,Elaeocarpaceae,Aceratium doggrellii,0.525,Australia/PNG (tropical),90,,Aceratium,doggrellii,
274,Elaeocarpaceae,Aceratium megalospermum,0.538,Australia/PNG (tropical),90,,Aceratium,megalospermum,
275,Elaeocarpaceae,Aceratium megalospermum,0.538,Australia/PNG (tropical),90,,Aceratium,megalospermum,
276,Elaeocarpaceae,Aceratium sericeum,0.420,South-East Asia (tropical),129,,Aceratium,sericeum,
277,Chrysobalanaceae,Acioa edulis,0.820,South America (tropical),41,,Acioa,edulis,
278,Chrysobalanaceae,Acioa guianensis,0.860,South America (tropical),44,,Acioa,guianensis,
279,Malpighiaceae,Acmanthera latifolia,0.690,South America (tropical),44,,Acmanthera,latifolia,
280,Myrtaceae,Acmena acuminatissima,0.630,South-East Asia (tropical),126,,Acmena,acuminatissima,
281,Myrtaceae,Acmena graveolens,0.512,Australia/PNG (tropical),90,,Acmena,graveolens,
282,Myrtaceae,Acmena graveolens,0.512,Australia/PNG (tropical),90,,Acmena,graveolens,
283,Myrtaceae,Acmena hemilampra,0.620,Australia/PNG (tropical),90,,Acmena,hemilampra,
284,Myrtaceae,Acmena ingens,0.456,Australia/PNG (tropical),90,,Acmena,ingens,
285,Myrtaceae,Acmena ingens,0.456,Australia/PNG (tropical),90,,Acmena,ingens,
286,Myrtaceae,Acmena ingens,0.456,Australia/PNG (tropical),90,,Acmena,ingens,
287,Myrtaceae,Acmena macrocarpa,0.512,Australia/PNG (tropical),90,,Acmena,macrocarpa,
288,Myrtaceae,Acmena resa,0.676,Australia/PNG (tropical),90,,Acmena,resa,
289,Myrtaceae,Acmena smithii,0.612,Australia,90,,Acmena,smithii,
290,Myrtaceae,Acmena smithii,0.607,Australia/PNG (tropical),90,,Acmena,smithii,
291,Myrtaceae,Acmena smithii,0.650,Australia/PNG (tropical),90,,Acmena,smithii,
292,Myrtaceae,Acmena smithii,0.676,Australia/PNG (tropical),90,,Acmena,smithii,
293,Myrtaceae,Acmena smithii,0.607,Australia/PNG (tropical),90,,Acmena,smithii,
294,Myrtaceae,Acmena smithii,0.676,Australia/PNG (tropical),90,,Acmena,smithii,
295,Myrtaceae,Acmenosperma claviflorum,0.758,Australia/PNG (tropical),90,,Acmenosperma,claviflorum,
296,Apocynaceae,Acokanthera oppositifolia,0.784,Africa (extratropical),72,,Acokanthera,oppositifolia,
297,Fabaceae,Acosmium dasycarpum,0.700,South America (extratropical),114,,Acosmium,dasycarpum,
298,Fabaceae,Acosmium nitens,0.740,South America (tropical),134,,Acosmium,nitens,
299,Fabaceae,Acosmium nitens,0.827,South America (tropical),52,,Acosmium,nitens,
300,Fabaceae,Acosmium nitens,0.820,South America (tropical),45,,Acosmium,nitens,
302,Fabaceae,Acosmium praeclarum,0.680,South America (tropical),52,,Acosmium,praeclarum,
303,Rutaceae,Acradenia euodiiformis,0.771,Australia/PNG (tropical),90,,Acradenia,euodiiformis,
304,Rutaceae,Acradenia euodiiformis,0.771,Australia/PNG (tropical),90,,Acradenia,euodiiformis,
305,Rutaceae,Acradenia frankliniae,0.628,Australia,90,,Acradenia,frankliniae,
306,Fabaceae,Acrocarpus fraxinifolius,0.680,India,26,,Acrocarpus,fraxinifolius,
307,Fabaceae,Acrocarpus fraxinifolius,0.503,South-East Asia (tropical),14,,Acrocarpus,fraxinifolius,
308,Rutaceae,Acronychia acidula,0.551,Australia/PNG (tropical),90,,Acronychia,acidula,
309,Rutaceae,Acronychia acronychioides,0.538,Australia/PNG (tropical),90,,Acronychia,acronychioides,
310,Rutaceae,Acronychia goniocarpa,0.510,South-East Asia (tropical),129,,Acronychia,goniocarpa,
311,Rutaceae,Acronychia haplophylla,0.719,Australia/PNG (tropical),90,,Acronychia,haplophylla,
312,Rutaceae,Acronychia haplophylla,0.719,Australia/PNG (tropical),90,,Acronychia,haplophylla,
313,Rutaceae,Acronychia laevis,0.523,Australia/PNG (tropical),90,,Acronychia,laevis,
314,Rutaceae,Acronychia laevis,0.551,Australia/PNG (tropical),90,,Acronychia,laevis,
315,Rutaceae,Acronychia melicopoides,0.538,Australia/PNG (tropical),90,,Acronychia,melicopoides,
316,Rutaceae,Acronychia octandra,0.551,Australia/PNG (tropical),90,,Acronychia,octandra,
317,Rutaceae,Acronychia octandra,0.551,Australia/PNG (tropical),90,,Acronychia,octandra,
318,Rutaceae,Acronychia oligophlebia,0.370,South-East Asia (tropical),126,,Acronychia,oligophlebia,
319,Rutaceae,Acronychia pedunculata,0.439,China,33,,Acronychia,pedunculata,
320,Rutaceae,Acronychia pedunculata,0.520,South-East Asia (tropical),129,,Acronychia,pedunculata,
321,Rutaceae,Acronychia pedunculata,0.417,China,33,,Acronychia,pedunculata,
322,Rutaceae,Acronychia porteri,0.520,South-East Asia (tropical),43,,Acronychia,porteri,
323,Rutaceae,Acronychia pullei,0.650,South-East Asia (tropical),129,,Acronychia,pullei,
324,Rutaceae,Acronychia trifoliolata,0.550,South-East Asia (tropical),129,,Acronychia,trifoliolata,
325,Rutaceae,Acronychia vestita,0.497,Australia/PNG (tropical),90,,Acronychia,vestita,
326,Rutaceae,Acronychia vestita,0.508,Australia/PNG (tropical),90,,Acronychia,vestita,
327,Rutaceae,Acronychia vestita,0.607,Australia/PNG (tropical),90,,Acronychia,vestita,
328,Rutaceae,Acronychia wilcoxiana,0.551,Australia/PNG (tropical),90,,Acronychia,wilcoxiana,
329,Lauraceae,Actinodaphne borneensis,0.500,South-East Asia (tropical),177,,Actinodaphne,borneensis,
330,Lauraceae,Actinodaphne glabra,0.520,South-East Asia (tropical),129,,Actinodaphne,glabra,
331,Lauraceae,Actinodaphne glomerata,0.410,South-East Asia (tropical),129,,Actinodaphne,glomerata,
332,Lauraceae,Actinodaphne maingayi,0.590,South-East Asia (tropical),43,,Actinodaphne,maingayi,
333,Lauraceae,Actinodaphne malaccensis,0.550,South-East Asia (tropical),43,,Actinodaphne,malaccensis,
334,Lauraceae,Actinodaphne procera,0.400,South-East Asia (tropical),129,,Actinodaphne,procera,
335,Lauraceae,Actinodaphne sesquipedalis,0.650,South-East Asia (tropical),43,,Actinodaphne,sesquipedalis,
336,Lauraceae,Actinodaphne sphaerocarpa,0.460,South-East Asia (tropical),43,,Actinodaphne,sphaerocarpa,
337,Euphorbiaceae,Actinostemon lanceolatus,0.907,South America (extratropical),121,,Actinostemon,lanceolatus,
338,Malvaceae,Adansonia digitata,0.276,Africa (tropical),4,,Adansonia,digitata,
339,Euphorbiaceae,Adelia oaxacana,0.870,Mexico,23,,Adelia,oaxacana,
340,Euphorbiaceae,Adelia triloba,0.543,Central America (tropical),168,,Adelia,triloba,
341,Fabaceae,Adenanthera bicolor,0.850,South-East Asia (tropical),43,,Adenanthera,bicolor,
342,Fabaceae,Adenanthera intermedia,0.780,South-East Asia (tropical),80,,Adenanthera,intermedia,
343,Fabaceae,Adenanthera microsperma,0.640,South-East Asia (tropical),16,,Adenanthera,microsperma,
344,Fabaceae,Adenanthera pavonina,0.700,South-East Asia (tropical),111,,Adenanthera,pavonina,
345,Fabaceae,Adenanthera pavonina,0.573,China,33,,Adenanthera,pavonina,
346,Fabaceae,Adenanthera pavonina,0.637,China,33,,Adenanthera,pavonina,
347,Fabaceae,Adenanthera pavonina,0.570,South-East Asia (tropical),126,,Adenanthera,pavonina,
348,Fabaceae,Adenanthera pavonina,0.880,India,26,,Adenanthera,pavonina,
349,Fabaceae,Adenanthera pavonina,0.770,South-East Asia (tropical),43,,Adenanthera,pavonina,
350,Fabaceae,Adenanthera pavonina,0.598,China,33,,Adenanthera,pavonina,
351,Fabaceae,Adenanthera pavonina,0.680,China,33,,Adenanthera,pavonina,
352,Fabaceae,Adenanthera pavonina,0.775,Australia/PNG (tropical),27,,Adenanthera,pavonina,
353,Fabaceae,Adenanthera tamarindifolia,0.730,South-East Asia (tropical),129,,Adenanthera,tamarindifolia,
354,Rosaceae,Adenostoma fasciculatum,0.750,NorthAmerica,3,,Adenostoma,fasciculatum,
355,Rubiaceae,Adina cordifolia,0.590,India,109,,Adina,cordifolia,
356,Rubiaceae,Adina globiflora,0.920,China,31,,Adina,globiflora,
357,Rubiaceae,Adina microcephala,0.750,South-East Asia,136,,Adina,microcephala,
358,Rubiaceae,Adina pilulifera,0.865,China,33,,Adina,pilulifera,
359,Rubiaceae,Adina pilulifera,0.917,China,33,,Adina,pilulifera,
360,Rubiaceae,Adina polycephala,0.760,South-East Asia (tropical),43,,Adina,polycephala,
361,Rubiaceae,Adina polycephala,0.603,South-East Asia (tropical),13,,Adina,polycephala,
362,Rubiaceae,Adina rubescens,0.710,South-East Asia (tropical),43,,Adina,rubescens,
363,Rubiaceae,Adina sessilifolia,0.603,South-East Asia (tropical),13,,Adina,sessilifolia,
364,Pentaphylacaeae,Adinandra acuminata,0.480,South-East Asia (tropical),129,,Adinandra,acuminata,
365,Pentaphylacaeae,Adinandra acutifolia,0.629,China,33,,Adinandra,acutifolia,
366,Pentaphylacaeae,Adinandra acutifolia,0.639,China,33,,Adinandra,acutifolia,
367,Pentaphylacaeae,Adinandra borneensis,0.480,South-East Asia (tropical),129,,Adinandra,borneensis,
368,Pentaphylacaeae,Adinandra collina,0.610,South-East Asia (tropical),129,,Adinandra,collina,
369,Pentaphylacaeae,Adinandra collina,0.330,South-East Asia (tropical),177,,Adinandra,collina,
370,Pentaphylacaeae,Adinandra cordifolia,0.500,South-East Asia (tropical),177,,Adinandra,cordifolia,
371,Pentaphylacaeae,Adinandra dasyantha,0.460,South-East Asia (tropical),129,,Adinandra,dasyantha,
372,Pentaphylacaeae,Adinandra dumosa,0.490,South-East Asia (tropical),80,,Adinandra,dumosa,
373,Pentaphylacaeae,Adinandra dumosa,0.590,South-East Asia (tropical),129,,Adinandra,dumosa,
374,Pentaphylacaeae,Adinandra forbesii,0.630,South-East Asia (tropical),129,,Adinandra,forbesii,
375,Pentaphylacaeae,Adinandra hainanensis,0.470,China,32,,Adinandra,hainanensis,
376,Pentaphylacaeae,Adinandra integerrima,0.560,South-East Asia (tropical),43,,Adinandra,integerrima,
377,Pentaphylacaeae,Adinandra javanica,0.510,South-East Asia (tropical),43,,Adinandra,javanica,
378,Pentaphylacaeae,Adinandra lamponga,0.530,South-East Asia (tropical),43,,Adinandra,lamponga,
379,Pentaphylacaeae,Adinandra maculosa,0.510,South-East Asia (tropical),43,,Adinandra,maculosa,
380,Pentaphylacaeae,Adinandra millettii,0.440,China,32,,Adinandra,millettii,
381,Pentaphylacaeae,Adinandra polyneura,0.520,South-East Asia (tropical),129,,Adinandra,polyneura,
382,Pentaphylacaeae,Adinandra rantepaoensis,0.400,South-East Asia (tropical),129,,Adinandra,rantepaoensis,
383,Pentaphylacaeae,Adinandra sarosanthera,0.530,South-East Asia (tropical),129,,Adinandra,sarosanthera,
384,Pentaphylacaeae,Adinandra subauriculata,0.580,South-East Asia (tropical),129,,Adinandra,subauriculata,
385,Pentaphylacaeae,Adinandra subunguiculata,0.500,South-East Asia (tropical),129,,Adinandra,subunguiculata,
386,Rubiaceae,Adinauclea fagifolia,0.650,South-East Asia (tropical),170,,Adinauclea,fagifolia,
387,Rutaceae,Adiscanthus fusciflorus,0.820,South America (tropical),44,,Adiscanthus,fusciflorus,
388,Myrsinaceae,Aegiceras corniculatum,0.510,South-East Asia (tropical),129,,Aegiceras,corniculatum,
389,Myrsinaceae,Aegiceras floridum,0.680,South-East Asia (tropical),129,,Aegiceras,floridum,
390,Lamiaceae,Aegiphila integrifolia,0.860,South America (tropical),15,,Aegiphila,integrifolia,
391,Lamiaceae,Aegiphila intermedia,0.430,South America (tropical),44,,Aegiphila,intermedia,
392,Lamiaceae,Aegiphila klotzkiana,0.680,South America (extratropical),114,,Aegiphila,klotzkiana,
393,Rutaceae,Aegle marmelos,0.880,India,26,,Aegle,marmelos,
394,Rutaceae,Aegle marmelos,0.771,South-East Asia (tropical),14,,Aegle,marmelos,
395,Sapindaceae,Aesculus chinensis,0.600,South-East Asia (tropical),126,,Aesculus,chinensis,
396,Sapindaceae,Aesculus flava,0.347,NorthAmerica,118,,Aesculus,flava,
397,Sapindaceae,Aesculus hippocastanum,0.500,Europe,76,,Aesculus,hippocastanum,
398,Sapindaceae,Aesculus indica,0.465,India,135,,Aesculus,indica,
399,Sapindaceae,Aesculus octandra,0.330,NorthAmerica,6,,Aesculus,octandra,
400,Sapindaceae,Aesculus turbinata,0.450,South-East Asia,136,,Aesculus,turbinata,
401,Thymelaeaceae,Aetoxylon sympetalum,0.740,South-East Asia (tropical),129,,Aetoxylon,sympetalum,
402,Cornaceae,Afrocrania volkensii,0.810,Africa (extratropical),124,,Afrocrania,volkensii,
403,Cornaceae,Afrocrania volkensii,0.516,Africa (extratropical),137,,Afrocrania,volkensii,
404,Fabaceae,Afzelia africana,0.670,Africa (tropical),60,,Afzelia,africana,
405,Fabaceae,Afzelia africana,0.689,Africa (tropical),1,,Afzelia,africana,
406,Fabaceae,Afzelia africana,0.630,Africa (tropical),39,,Afzelia,africana,
407,Fabaceae,Afzelia africana,0.680,Africa (tropical),63,,Afzelia,africana,
408,Fabaceae,Afzelia africana,0.706,Africa (tropical),63,,Afzelia,africana,
409,Fabaceae,Afzelia africana,0.688,Africa (tropical),98,,Afzelia,africana,
410,Fabaceae,Afzelia africana,0.624,Africa (tropical),143,,Afzelia,africana,
411,Fabaceae,Afzelia africana,0.683,Africa (tropical),147,,Afzelia,africana,
412,Fabaceae,Afzelia africana,0.693,Africa (tropical),147,,Afzelia,africana,
413,Fabaceae,Afzelia africana,0.715,Africa (tropical),147,,Afzelia,africana,
414,Fabaceae,Afzelia africana,0.721,Africa (tropical),147,,Afzelia,africana,
415,Fabaceae,Afzelia africana,0.721,Africa (tropical),147,,Afzelia,africana,
416,Fabaceae,Afzelia africana,0.774,Africa (tropical),147,,Afzelia,africana,
417,Fabaceae,Afzelia africana,0.703,Africa (tropical),182,,Afzelia,africana,
418,Fabaceae,Afzelia bella,0.637,Africa (tropical),147,,Afzelia,bella,
419,Fabaceae,Afzelia bipindensis,0.689,Africa (tropical),1,,Afzelia,bipindensis,
420,Fabaceae,Afzelia bipindensis,0.695,Africa (tropical),85,,Afzelia,bipindensis,
421,Fabaceae,Afzelia bipindensis,0.660,Africa (tropical),123,,Afzelia,bipindensis,
422,Fabaceae,Afzelia bipindensis,0.661,Africa (tropical),143,,Afzelia,bipindensis,
423,Fabaceae,Afzelia bipindensis,0.752,Africa (tropical),147,,Afzelia,bipindensis,
424,Fabaceae,Afzelia bipindensis,0.768,Africa (tropical),147,,Afzelia,bipindensis,
425,Fabaceae,Afzelia bipindensis,0.781,Africa (tropical),147,,Afzelia,bipindensis,
426,Fabaceae,Afzelia bipindensis,0.805,Africa (tropical),147,,Afzelia,bipindensis,
427,Fabaceae,Afzelia bipindensis,0.825,Africa (tropical),147,,Afzelia,bipindensis,
428,Fabaceae,Afzelia bipindensis,0.703,Africa (tropical),182,,Afzelia,bipindensis,
429,Fabaceae,Afzelia bipindensis,0.706,Africa (tropical),202,,Afzelia,bipindensis,
430,Fabaceae,Afzelia bracteata,0.680,Africa (tropical),179,,Afzelia,bracteata,
431,Fabaceae,Afzelia indet,0.689,Africa (tropical),1,,Afzelia,indet,
432,Fabaceae,Afzelia indet,0.670,Africa (tropical),85,,Afzelia,indet,
433,Fabaceae,Afzelia javanica,0.540,South-East Asia (tropical),129,,Afzelia,javanica,
434,Fabaceae,Afzelia javanica,0.570,South-East Asia (tropical),129,,Afzelia,javanica,
435,Fabaceae,Afzelia javanica,0.720,South-East Asia (tropical),129,,Afzelia,javanica,
436,Fabaceae,Afzelia pachyloba,0.689,Africa (tropical),1,,Afzelia,pachyloba,
437,Fabaceae,Afzelia pachyloba,0.640,Africa (tropical),39,,Afzelia,pachyloba,
438,Fabaceae,Afzelia pachyloba,0.663,Africa (tropical),85,,Afzelia,pachyloba,
439,Fabaceae,Afzelia pachyloba,0.615,Africa (tropical),147,,Afzelia,pachyloba,
440,Fabaceae,Afzelia pachyloba,0.665,Africa (tropical),147,,Afzelia,pachyloba,
441,Fabaceae,Afzelia pachyloba,0.673,Africa (tropical),147,,Afzelia,pachyloba,
442,Fabaceae,Afzelia pachyloba,0.742,Africa (tropical),147,,Afzelia,pachyloba,
443,Fabaceae,Afzelia pachyloba,0.760,Africa (tropical),147,,Afzelia,pachyloba,
444,Fabaceae,Afzelia pachyloba,0.703,Africa (tropical),182,,Afzelia,pachyloba,
445,Fabaceae,Afzelia parviflora,0.679,Africa (tropical),98,,Afzelia,parviflora,
446,Fabaceae,Afzelia quanzensis,0.689,Africa (tropical),1,,Afzelia,quanzensis,
447,Fabaceae,Afzelia quanzensis,0.670,Africa (tropical),58,,Afzelia,quanzensis,
448,Fabaceae,Afzelia quanzensis,0.745,Africa (tropical),182,,Afzelia,quanzensis,
449,Fabaceae,Afzelia quanzensis,0.760,Africa (tropical),104,,Afzelia,quanzensis,
450,Fabaceae,Afzelia rhomboidea,0.590,South-East Asia (tropical),129,,Afzelia,rhomboidea,
451,Araucariaceae,Agathis alba,0.380,South-East Asia (tropical),43,,Agathis,alba,
452,Araucariaceae,Agathis atropurpurea,0.413,Australia/PNG (tropical),90,,Agathis,atropurpurea,
453,Araucariaceae,Agathis australis,0.450,South-East Asia,136,,Agathis,australis,
454,Araucariaceae,Agathis borneensis,0.400,South-East Asia (tropical),176,,Agathis,borneensis,
455,Araucariaceae,Agathis borneensis,0.380,South-East Asia (tropical),170,,Agathis,borneensis,
456,Araucariaceae,Agathis borneensis,0.370,South-East Asia (tropical),170,,Agathis,borneensis,
457,Araucariaceae,Agathis dammara,0.490,South-East Asia (tropical),129,,Agathis,dammara,
458,Araucariaceae,Agathis dammara,0.413,Australia/PNG (tropical),27,,Agathis,dammara,
459,Araucariaceae,Agathis labillardieri,0.380,South-East Asia (tropical),170,,Agathis,labillardieri,
460,Araucariaceae,Agathis microstachya,0.458,Australia/PNG (tropical),90,,Agathis,microstachya,
461,Araucariaceae,Agathis microstachya,0.413,Australia/PNG (tropical),90,,Agathis,microstachya,
462,Araucariaceae,Agathis philippinensis,0.450,South-East Asia (tropical),170,,Agathis,philippinensis,
463,Araucariaceae,Agathis robusta,0.397,Australia/PNG (tropical),90,,Agathis,robusta,
464,Araucariaceae,Agathis robusta,0.401,Australia,90,,Agathis,robusta,
465,Araucariaceae,Agathis robusta,0.413,Australia/PNG (tropical),90,,Agathis,robusta,
466,Araucariaceae,Agathis robusta,0.413,Australia/PNG (tropical),90,,Agathis,robusta,
467,Araucariaceae,Agathis robusta,0.380,Australia/PNG (tropical),170,,Agathis,robusta,
468,Araucariaceae,Agathis vitiensis,0.450,Oceania,9,,Agathis,vitiensis,
469,Meliaceae,Aglaia agglomerata,0.620,South-East Asia (tropical),170,,Aglaia,agglomerata,
470,Meliaceae,Aglaia argentea,0.580,South-East Asia (tropical),129,,Aglaia,argentea,
471,Meliaceae,Aglaia argentea,0.630,South-East Asia (tropical),129,,Aglaia,argentea,
472,Meliaceae,Aglaia argentea,0.650,South-East Asia (tropical),170,,Aglaia,argentea,
473,Meliaceae,Aglaia argentea,0.660,South-East Asia (tropical),43,,Aglaia,argentea,
474,Meliaceae,Aglaia aspera,0.710,South-East Asia (tropical),177,,Aglaia,aspera,
475,Meliaceae,Aglaia cordata,0.780,South-East Asia (tropical),43,,Aglaia,cordata,
476,Meliaceae,Aglaia cucullata,0.620,South-East Asia (tropical),129,,Aglaia,cucullata,
477,Meliaceae,Aglaia cucullata,0.580,South-East Asia (tropical),43,,Aglaia,cucullata,
478,Meliaceae,Aglaia cucullata,0.456,Australia/PNG (tropical),27,,Aglaia,cucullata,
479,Meliaceae,Aglaia dasyclada,0.560,China,33,,Aglaia,dasyclada,
480,Meliaceae,Aglaia dasyclada,0.500,South-East Asia (tropical),126,,Aglaia,dasyclada,
481,Meliaceae,Aglaia dasyclada,0.600,China,33,,Aglaia,dasyclada,
482,Meliaceae,Aglaia edulis,0.710,South-East Asia (tropical),170,,Aglaia,edulis,
483,Meliaceae,Aglaia elaeagnoidea,0.630,South-East Asia (tropical),126,,Aglaia,elaeagnoidea,
484,Meliaceae,Aglaia elliptica,0.660,South-East Asia (tropical),170,,Aglaia,elliptica,
485,Meliaceae,Aglaia exstipulata,0.800,South-East Asia (tropical),170,,Aglaia,exstipulata,
486,Meliaceae,Aglaia forbesii,0.660,South-East Asia (tropical),177,,Aglaia,forbesii,
487,Meliaceae,Aglaia grandis,0.660,South-East Asia (tropical),170,,Aglaia,grandis,
488,Meliaceae,Aglaia griffithii,0.860,South-East Asia (tropical),43,,Aglaia,griffithii,
489,Meliaceae,Aglaia hiernii,0.500,India,109,,Aglaia,hiernii,
490,Meliaceae,Aglaia indet,0.723,Australia/PNG (tropical),27,,Aglaia,indet,
491,Meliaceae,Aglaia lanceolata,0.690,South-East Asia (tropical),43,,Aglaia,lanceolata,
492,Meliaceae,Aglaia lawii,0.610,South-East Asia (tropical),126,,Aglaia,lawii,
493,Meliaceae,Aglaia lawii,0.580,South-East Asia (tropical),16,,Aglaia,lawii,
494,Meliaceae,Aglaia leptantha,0.640,South-East Asia (tropical),177,,Aglaia,leptantha,
495,Meliaceae,Aglaia leucophylla,0.720,South-East Asia (tropical),177,,Aglaia,leucophylla,
496,Meliaceae,Aglaia luzoniensis,0.650,South-East Asia (tropical),170,,Aglaia,luzoniensis,
497,Meliaceae,Aglaia macrocarpa,0.550,South-East Asia (tropical),170,,Aglaia,macrocarpa,
498,Meliaceae,Aglaia maingayi,0.790,South-East Asia (tropical),43,,Aglaia,maingayi,
499,Meliaceae,Aglaia malaccensis,0.610,South-East Asia (tropical),170,,Aglaia,malaccensis,
500,Meliaceae,Aglaia malaccensis,0.670,South-East Asia (tropical),43,,Aglaia,malaccensis,
501,Meliaceae,Aglaia merostela,0.740,South-East Asia (tropical),43,,Aglaia,merostela,
